IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
20080,836,16,40.49,6105.0,302.0,340.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,16,2017-04-18
20081,836,17,40.49,6063.0,275.0,642.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,17,2017-04-18
20082,836,18,40.0,5907.0,216.0,686.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,18,2017-04-18
20083,836,19,40.49,5824.0,133.0,803.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,19,2017-04-18
20084,836,20,46.18,5930.0,56.0,1026.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,20,2017-04-18
20085,836,21,49.54,6221.0,0.0,1297.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,21,2017-04-18
20086,836,22,40.49,6208.0,0.0,1591.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,22,2017-04-18
20087,836,23,37.95,5952.0,0.0,1978.0,0.781831,0.62349,0.866025,-0.5,0.958718,-0.284359,23,2017-04-18
20088,837,0,36.89,5291.0,0.0,2538.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,0,2017-04-19
20089,837,1,33.44,4882.0,0.0,2869.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,1,2017-04-19
20090,837,2,31.2,4626.0,0.0,3252.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,2,2017-04-19
20091,837,3,30.25,4450.0,0.0,3253.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,3,2017-04-19
20092,837,4,30.83,4359.0,0.0,3191.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,4,2017-04-19
20093,837,5,31.81,4336.0,0.0,3242.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,5,2017-04-19
20094,837,6,38.9,4404.0,0.0,3209.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,6,2017-04-19
20095,837,7,46.88,4557.0,0.0,3242.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,7,2017-04-19
20096,837,8,49.54,5013.0,27.0,3559.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,8,2017-04-19
20097,837,9,48.02,5779.0,112.0,3659.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,9,2017-04-19
20098,837,10,43.64,6128.0,188.0,3691.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,10,2017-04-19
20099,837,11,40.0,6249.0,240.0,3591.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,11,2017-04-19
20100,837,12,40.04,6335.0,273.0,3404.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,12,2017-04-19
20101,837,13,40.49,6250.0,308.0,3332.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,13,2017-04-19
20102,837,14,37.09,6200.0,315.0,3432.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,14,2017-04-19
20103,837,15,36.73,6303.0,307.0,3500.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,15,2017-04-19
20104,837,16,36.44,6265.0,267.0,3472.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,16,2017-04-19
20105,837,17,36.89,6211.0,229.0,3027.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,17,2017-04-19
20106,837,18,38.92,6059.0,170.0,2857.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,18,2017-04-19
20107,837,19,41.19,5968.0,101.0,2727.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,19,2017-04-19
20108,837,20,45.69,6077.0,23.0,2716.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,20,2017-04-19
20109,837,21,48.67,6397.0,0.0,2891.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,21,2017-04-19
20110,837,22,41.1,6393.0,0.0,3083.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,22,2017-04-19
20111,837,23,37.09,6122.0,0.0,3226.0,0.974928,-0.222521,0.866025,-0.5,0.953681,-0.30082,23,2017-04-19
20112,838,0,36.89,5320.0,0.0,2658.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,0,2017-04-20
20113,838,1,35.11,4825.0,0.0,3086.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,1,2017-04-20
20114,838,2,32.44,4589.0,0.0,3404.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,2,2017-04-20
20115,838,3,31.89,4440.0,0.0,3525.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,3,2017-04-20
20116,838,4,32.88,4343.0,0.0,3469.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,4,2017-04-20
20117,838,5,35.05,4311.0,0.0,3704.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,5,2017-04-20
20118,838,6,42.03,4371.0,0.0,3778.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,6,2017-04-20
20119,838,7,48.41,4502.0,0.0,3734.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,7,2017-04-20
20120,838,8,49.69,5013.0,26.0,3723.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,8,2017-04-20
20121,838,9,48.69,5847.0,104.0,3675.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,9,2017-04-20
20122,838,10,45.6,6255.0,175.0,3703.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,10,2017-04-20
20123,838,11,42.57,6411.0,237.0,3768.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,11,2017-04-20
20124,838,12,40.49,6497.0,282.0,3784.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,12,2017-04-20
20125,838,13,38.6,6348.0,315.0,3693.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,13,2017-04-20
20126,838,14,35.98,6253.0,325.0,3650.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,14,2017-04-20
20127,838,15,35.44,6420.0,321.0,3683.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,15,2017-04-20
20128,838,16,35.19,6468.0,314.0,3579.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,16,2017-04-20
20129,838,17,36.89,6432.0,286.0,3426.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,17,2017-04-20
20130,838,18,39.94,6240.0,227.0,3311.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,18,2017-04-20
20131,838,19,45.01,6102.0,155.0,3200.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,19,2017-04-20
20132,838,20,46.61,6168.0,64.0,3145.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,20,2017-04-20
20133,838,21,47.19,6408.0,1.0,3207.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,21,2017-04-20
20134,838,22,45.0,6407.0,0.0,3292.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,22,2017-04-20
20135,838,23,41.17,6132.0,0.0,3386.0,0.433884,-0.900969,0.866025,-0.5,0.948362,-0.317191,23,2017-04-20
20136,839,0,40.15,5472.0,0.0,3723.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,0,2017-04-21
20137,839,1,37.09,4944.0,0.0,3847.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,1,2017-04-21
20138,839,2,35.25,4657.0,0.0,3880.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,2,2017-04-21
20139,839,3,35.37,4511.0,0.0,3823.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,3,2017-04-21
20140,839,4,35.89,4437.0,0.0,3666.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,4,2017-04-21
20141,839,5,37.09,4435.0,0.0,3330.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,5,2017-04-21
20142,839,6,43.27,4483.0,0.0,2998.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,6,2017-04-21
20143,839,7,48.33,4712.0,0.0,2965.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,7,2017-04-21
20144,839,8,48.89,5178.0,30.0,3123.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,8,2017-04-21
20145,839,9,49.83,5824.0,122.0,3191.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,9,2017-04-21
20146,839,10,50.25,6064.0,208.0,2970.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,10,2017-04-21
20147,839,11,47.89,6161.0,267.0,2945.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,11,2017-04-21
20148,839,12,45.22,6245.0,309.0,2723.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,12,2017-04-21
20149,839,13,42.81,6109.0,320.0,2501.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,13,2017-04-21
20150,839,14,39.08,6097.0,326.0,2246.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,14,2017-04-21
20151,839,15,38.58,6256.0,332.0,1931.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,15,2017-04-21
20152,839,16,38.4,6271.0,309.0,1619.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,16,2017-04-21
20153,839,17,39.19,6195.0,267.0,1723.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,17,2017-04-21
20154,839,18,44.06,6030.0,204.0,1482.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,18,2017-04-21
20155,839,19,48.79,6026.0,127.0,1297.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,19,2017-04-21
20156,839,20,50.84,6166.0,37.0,1239.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,20,2017-04-21
20157,839,21,52.15,6410.0,0.0,1338.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,21,2017-04-21
20158,839,22,51.23,6270.0,0.0,1499.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,22,2017-04-21
20159,839,23,48.79,5953.0,0.0,1661.0,-0.433884,-0.900969,0.866025,-0.5,0.942761,-0.333469,23,2017-04-21
20160,840,0,49.79,5300.0,0.0,1377.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,0,2017-04-22
20161,840,1,45.74,4923.0,0.0,1393.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,1,2017-04-22
20162,840,2,39.6,4655.0,0.0,1408.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,2,2017-04-22
20163,840,3,38.6,4448.0,0.0,1442.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,3,2017-04-22
20164,840,4,38.4,4310.0,0.0,1606.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,4,2017-04-22
20165,840,5,38.05,4253.0,0.0,1606.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,5,2017-04-22
20166,840,6,39.91,4245.0,0.0,1552.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,6,2017-04-22
20167,840,7,39.31,4172.0,0.0,1483.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,7,2017-04-22
20168,840,8,39.98,4222.0,32.0,1441.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,8,2017-04-22
20169,840,9,49.0,4533.0,137.0,1243.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,9,2017-04-22
20170,840,10,51.04,4875.0,221.0,1128.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,10,2017-04-22
20171,840,11,50.84,5073.0,282.0,884.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,11,2017-04-22
20172,840,12,50.12,5192.0,328.0,681.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,12,2017-04-22
20173,840,13,50.84,5224.0,350.0,500.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,13,2017-04-22
20174,840,14,49.54,5130.0,345.0,417.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,14,2017-04-22
20175,840,15,47.69,5104.0,314.0,387.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,15,2017-04-22
20176,840,16,40.9,5058.0,318.0,387.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,16,2017-04-22
20177,840,17,40.98,4956.0,295.0,352.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,17,2017-04-22
20178,840,18,46.38,4919.0,230.0,325.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,18,2017-04-22
20179,840,19,49.79,4982.0,146.0,329.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,19,2017-04-22
20180,840,20,51.54,5168.0,53.0,351.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,20,2017-04-22
20181,840,21,54.86,5563.0,1.0,403.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,21,2017-04-22
20182,840,22,54.46,5599.0,0.0,457.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,22,2017-04-22
20183,840,23,52.15,5354.0,0.0,473.0,-0.974928,-0.222521,0.866025,-0.5,0.936881,-0.349647,23,2017-04-22
20184,841,0,51.04,4865.0,0.0,576.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,0,2017-04-23
20185,841,1,49.79,4323.0,0.0,511.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,1,2017-04-23
20186,841,2,49.0,4051.0,0.0,379.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,2,2017-04-23
20187,841,3,48.79,3874.0,0.0,260.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,3,2017-04-23
20188,841,4,48.79,3777.0,0.0,200.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,4,2017-04-23
20189,841,5,48.79,3741.0,0.0,170.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,5,2017-04-23
20190,841,6,49.0,3746.0,0.0,163.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,6,2017-04-23
20191,841,7,48.79,3641.0,2.0,199.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,7,2017-04-23
20192,841,8,48.79,3679.0,39.0,316.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,8,2017-04-23
20193,841,9,49.79,3939.0,144.0,381.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,9,2017-04-23
20194,841,10,49.0,4296.0,227.0,398.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,10,2017-04-23
20195,841,11,49.54,4612.0,288.0,303.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,11,2017-04-23
20196,841,12,48.79,4839.0,331.0,236.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,12,2017-04-23
20197,841,13,49.0,4893.0,344.0,211.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,13,2017-04-23
20198,841,14,48.38,4736.0,346.0,190.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,14,2017-04-23
20199,841,15,41.07,4581.0,338.0,174.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,15,2017-04-23
20200,841,16,39.29,4442.0,314.0,176.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,16,2017-04-23
20201,841,17,39.29,4378.0,281.0,202.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,17,2017-04-23
20202,841,18,39.83,4372.0,232.0,251.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,18,2017-04-23
20203,841,19,47.75,4482.0,151.0,348.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,19,2017-04-23
20204,841,20,51.54,4725.0,56.0,454.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,20,2017-04-23
20205,841,21,55.69,5211.0,1.0,521.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,21,2017-04-23
20206,841,22,54.46,5307.0,0.0,522.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,22,2017-04-23
20207,841,23,51.53,5067.0,0.0,494.0,-0.781831,0.62349,0.866025,-0.5,0.930724,-0.365723,23,2017-04-23
20208,842,0,51.53,5246.0,0.0,490.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,0,2017-04-24
20209,842,1,49.0,4204.0,0.0,335.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,1,2017-04-24
20210,842,2,47.5,4000.0,0.0,222.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,2,2017-04-24
20211,842,3,44.99,3862.0,0.0,161.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,3,2017-04-24
20212,842,4,44.99,3763.0,0.0,100.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,4,2017-04-24
20213,842,5,49.54,3736.0,0.0,83.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,5,2017-04-24
20214,842,6,52.15,3804.0,0.0,79.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,6,2017-04-24
20215,842,7,55.1,3860.0,0.0,78.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,7,2017-04-24
20216,842,8,57.8,4073.0,29.0,80.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,8,2017-04-24
20217,842,9,58.22,4572.0,116.0,88.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,9,2017-04-24
20218,842,10,58.22,4928.0,202.0,129.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,10,2017-04-24
20219,842,11,57.55,5186.0,268.0,120.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,11,2017-04-24
20220,842,12,57.06,5353.0,317.0,116.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,12,2017-04-24
20221,842,13,56.07,5413.0,345.0,152.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,13,2017-04-24
20222,842,14,54.86,5335.0,353.0,221.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,14,2017-04-24
20223,842,15,54.21,5328.0,335.0,339.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,15,2017-04-24
20224,842,16,53.0,5310.0,309.0,464.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,16,2017-04-24
20225,842,17,53.96,5288.0,253.0,396.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,17,2017-04-24
20226,842,18,52.96,5203.0,203.0,485.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,18,2017-04-24
20227,842,19,54.69,5221.0,131.0,582.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,19,2017-04-24
20228,842,20,56.55,5388.0,50.0,656.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,20,2017-04-24
20229,842,21,58.8,5804.0,1.0,716.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,21,2017-04-24
20230,842,22,55.8,5881.0,0.0,708.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,22,2017-04-24
20231,842,23,54.86,5575.0,0.0,690.0,0.0,1.0,0.866025,-0.5,0.924291,-0.381689,23,2017-04-24
20232,843,0,54.54,4971.0,0.0,589.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,0,2017-04-25
20233,843,1,51.51,4588.0,0.0,479.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,1,2017-04-25
20234,843,2,49.54,4281.0,0.0,409.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,2,2017-04-25
20235,843,3,47.36,4083.0,0.0,443.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,3,2017-04-25
20236,843,4,45.47,3970.0,0.0,462.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,4,2017-04-25
20237,843,5,49.0,3925.0,0.0,557.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,5,2017-04-25
20238,843,6,51.23,3914.0,0.0,589.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,6,2017-04-25
20239,843,7,54.86,3881.0,0.0,681.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,7,2017-04-25
20240,843,8,53.61,3861.0,23.0,731.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,8,2017-04-25
20241,843,9,54.96,4087.0,72.0,827.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,9,2017-04-25
20242,843,10,56.46,4384.0,142.0,755.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,10,2017-04-25
20243,843,11,56.11,4650.0,231.0,654.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,11,2017-04-25
20244,843,12,55.58,4841.0,304.0,699.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,12,2017-04-25
20245,843,13,54.54,4937.0,322.0,878.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,13,2017-04-25
20246,843,14,51.04,4839.0,331.0,1211.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,14,2017-04-25
20247,843,15,45.03,4712.0,313.0,1703.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,15,2017-04-25
20248,843,16,41.72,4596.0,297.0,2025.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,16,2017-04-25
20249,843,17,41.22,4525.0,264.0,1589.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,17,2017-04-25
20250,843,18,40.72,4524.0,205.0,1679.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,18,2017-04-25
20251,843,19,43.6,4600.0,127.0,1725.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,19,2017-04-25
20252,843,20,49.0,4840.0,40.0,1718.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,20,2017-04-25
20253,843,21,53.25,5381.0,1.0,1717.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,21,2017-04-25
20254,843,22,51.0,5509.0,0.0,1698.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,22,2017-04-25
20255,843,23,41.97,5304.0,0.0,1607.0,0.781831,0.62349,0.866025,-0.5,0.917584,-0.397543,23,2017-04-25
20256,844,0,43.69,4809.0,0.0,1607.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,0,2017-04-26
20257,844,1,39.6,4694.0,0.0,1420.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,1,2017-04-26
20258,844,2,38.46,4465.0,0.0,1490.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,2,2017-04-26
20259,844,3,38.01,4333.0,0.0,1488.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,3,2017-04-26
20260,844,4,38.01,4272.0,0.0,1420.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,4,2017-04-26
20261,844,5,38.46,4281.0,0.0,1265.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,5,2017-04-26
20262,844,6,42.8,4357.0,0.0,1180.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,6,2017-04-26
20263,844,7,52.0,4535.0,0.0,1280.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,7,2017-04-26
20264,844,8,55.0,5059.0,19.0,1161.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,8,2017-04-26
20265,844,9,55.0,5663.0,65.0,1018.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,9,2017-04-26
20266,844,10,54.43,5873.0,94.0,861.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,10,2017-04-26
20267,844,11,52.5,5987.0,139.0,737.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,11,2017-04-26
20268,844,12,52.5,6061.0,197.0,675.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,12,2017-04-26
20269,844,13,51.88,5904.0,236.0,679.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,13,2017-04-26
20270,844,14,49.54,5897.0,263.0,759.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,14,2017-04-26
20271,844,15,49.01,6074.0,272.0,886.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,15,2017-04-26
20272,844,16,49.0,6025.0,251.0,975.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,16,2017-04-26
20273,844,17,47.54,5918.0,225.0,1008.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,17,2017-04-26
20274,844,18,44.86,5837.0,160.0,1277.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,18,2017-04-26
20275,844,19,45.96,5844.0,99.0,1571.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,19,2017-04-26
20276,844,20,49.54,5981.0,42.0,1828.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,20,2017-04-26
20277,844,21,53.0,6188.0,1.0,2049.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,21,2017-04-26
20278,844,22,50.63,6035.0,0.0,2241.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,22,2017-04-26
20279,844,23,43.19,5719.0,0.0,2360.0,0.974928,-0.222521,0.866025,-0.5,0.910605,-0.413279,23,2017-04-26
20280,845,0,38.46,5190.0,0.0,2699.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,0,2017-04-27
20281,845,1,37.01,4880.0,0.0,2750.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,1,2017-04-27
20282,845,2,36.5,4634.0,0.0,2707.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,2,2017-04-27
20283,845,3,36.5,4500.0,0.0,2645.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,3,2017-04-27
20284,845,4,36.5,4405.0,0.0,2660.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,4,2017-04-27
20285,845,5,37.06,4364.0,0.0,2783.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,5,2017-04-27
20286,845,6,41.31,4422.0,0.0,2941.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,6,2017-04-27
20287,845,7,51.53,4549.0,6.0,3032.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,7,2017-04-27
20288,845,8,53.13,5043.0,40.0,2973.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,8,2017-04-27
20289,845,9,54.23,5759.0,125.0,2860.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,9,2017-04-27
20290,845,10,52.22,6059.0,205.0,2737.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,10,2017-04-27
20291,845,11,49.75,6153.0,250.0,2668.0,0.433884,-0.900969,0.866025,-0.5,0.903356,-0.428892,11,2017-04-27
